country_name,country_code,year,sec_school_enroll
Thailand,THA,1982,28.8844795227051
Thailand,THA,1983,NA
Thailand,THA,1984,30.3563404083252
Thailand,THA,1985,30.6374397277832
Thailand,THA,1986,30.1569595336914
Thailand,THA,1987,29.2773094177246
Thailand,THA,1988,28.1738204956055
Thailand,THA,1989,27.9135608673096
Thailand,THA,1990,28.5175399780273
Thailand,THA,1991,30.2601890563965
Thailand,THA,1992,33.4427909851074
Thailand,THA,1993,37.5629997253418
Thailand,THA,1994,42.537540435791
Thailand,THA,1995,47.7938613891602
Thailand,THA,1996,54.1887283325195
Thailand,THA,1997,57.5036811828613
Thailand,THA,1998,61.1395606994629
Thailand,THA,1999,NA
Thailand,THA,2000,NA
Thailand,THA,2001,62.8620796203613
Thailand,THA,2002,64.9384536743164
Thailand,THA,2003,NA
Thailand,THA,2004,68.3514862060547
Thailand,THA,2005,73.6311569213867
Vietnam,VNM,1970,NA
Vietnam,VNM,1971,NA
Vietnam,VNM,1972,NA
Vietnam,VNM,1973,NA
Vietnam,VNM,1974,NA
Vietnam,VNM,1975,NA
Vietnam,VNM,1976,35.8933410644531
Vietnam,VNM,1977,37.7539291381836
Vietnam,VNM,1978,NA
Vietnam,VNM,1979,NA
Vietnam,VNM,1980,43.4530906677246
Vietnam,VNM,1981,NA
Vietnam,VNM,1982,NA
Vietnam,VNM,1983,NA
Vietnam,VNM,1984,NA
Vietnam,VNM,1985,NA
Vietnam,VNM,1986,NA
Vietnam,VNM,1987,NA
Vietnam,VNM,1988,NA
Vietnam,VNM,1989,NA
Vietnam,VNM,1990,34.9037590026855
Vietnam,VNM,1991,NA
Vietnam,VNM,1992,NA
Vietnam,VNM,1993,NA
Vietnam,VNM,1994,NA
Vietnam,VNM,1995,NA
Vietnam,VNM,1996,NA
Vietnam,VNM,1997,NA
Vietnam,VNM,1998,58.260181427002
Vietnam,VNM,1999,NA
Vietnam,VNM,2000,NA
Vietnam,VNM,2001,NA
Vietnam,VNM,2002,NA
Vietnam,VNM,2003,NA
Vietnam,VNM,2004,NA
Vietnam,VNM,2005,NA
